,Survived,Name_Prefix,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
297,0.0,1.0,2.0,1.0,2.0,1.0,2.0,151.55,2.0
298,1.0,1.0,0.0,0.0,40.58,0.0,0.0,30.5,2.0
299,1.0,1.0,1.0,1.0,50.0,0.0,1.0,247.52,0.0
300,1.0,3.0,2.0,1.0,18.46,0.0,0.0,7.75,1.0
301,1.0,3.0,0.0,0.0,22.72,2.0,0.0,23.25,1.0
302,0.0,3.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0
303,1.0,2.0,2.0,1.0,25.33,0.0,0.0,12.35,1.0
304,0.0,3.0,0.0,0.0,29.94,0.0,0.0,8.05,2.0
305,1.0,1.0,3.0,0.0,0.92,1.0,2.0,151.55,2.0
306,1.0,1.0,2.0,1.0,30.6,0.0,0.0,110.88,0.0
307,1.0,1.0,1.0,1.0,17.0,1.0,0.0,108.9,0.0
308,0.0,2.0,0.0,0.0,30.0,1.0,0.0,24.0,0.0
309,1.0,1.0,2.0,1.0,30.0,0.0,0.0,56.93,0.0
310,1.0,1.0,2.0,1.0,24.0,0.0,0.0,83.16,0.0
311,1.0,1.0,2.0,1.0,18.0,2.0,2.0,262.38,0.0
312,0.0,2.0,1.0,1.0,26.0,1.0,1.0,26.0,2.0
313,0.0,3.0,0.0,0.0,28.0,0.0,0.0,7.9,2.0
314,0.0,2.0,0.0,0.0,43.0,1.0,1.0,26.25,2.0
315,1.0,3.0,2.0,1.0,26.0,0.0,0.0,7.85,2.0
316,1.0,2.0,1.0,1.0,24.0,1.0,0.0,26.0,2.0
317,0.0,2.0,0.0,0.0,54.0,0.0,0.0,14.0,2.0
318,1.0,1.0,2.0,1.0,31.0,0.0,2.0,164.87,2.0
319,1.0,1.0,1.0,1.0,40.0,1.0,1.0,134.5,0.0
320,0.0,3.0,0.0,0.0,22.0,0.0,0.0,7.25,2.0
321,0.0,3.0,0.0,0.0,27.0,0.0,0.0,7.9,2.0
322,1.0,2.0,2.0,1.0,30.0,0.0,0.0,12.35,1.0
323,1.0,2.0,1.0,1.0,22.0,1.0,1.0,29.0,2.0
324,0.0,3.0,0.0,0.0,14.88,8.0,2.0,69.55,2.0
325,1.0,1.0,2.0,1.0,36.0,0.0,0.0,135.63,0.0
326,0.0,3.0,0.0,0.0,61.0,0.0,0.0,6.24,2.0
327,1.0,2.0,1.0,1.0,36.0,0.0,0.0,13.0,2.0
328,1.0,3.0,1.0,1.0,31.0,1.0,1.0,20.52,2.0
329,1.0,1.0,2.0,1.0,16.0,0.0,1.0,57.98,0.0
330,1.0,3.0,2.0,1.0,14.73,2.0,0.0,23.25,1.0
331,0.0,1.0,0.0,0.0,45.5,0.0,0.0,28.5,2.0
332,0.0,1.0,0.0,0.0,38.0,0.0,1.0,153.46,2.0
333,0.0,3.0,0.0,0.0,16.0,2.0,0.0,18.0,2.0
334,1.0,1.0,1.0,1.0,37.67,1.0,0.0,133.65,2.0
335,0.0,3.0,0.0,0.0,29.94,0.0,0.0,7.9,2.0
336,0.0,1.0,0.0,0.0,29.0,1.0,0.0,66.6,2.0
337,1.0,1.0,2.0,1.0,41.0,0.0,0.0,134.5,0.0
338,1.0,3.0,0.0,0.0,45.0,0.0,0.0,8.05,2.0
339,0.0,1.0,0.0,0.0,45.0,0.0,0.0,35.5,2.0
340,1.0,2.0,3.0,0.0,2.0,1.0,1.0,26.0,2.0
341,1.0,1.0,2.0,1.0,24.0,3.0,2.0,263.0,2.0
342,0.0,2.0,0.0,0.0,28.0,0.0,0.0,13.0,2.0
343,0.0,2.0,0.0,0.0,25.0,0.0,0.0,13.0,2.0
344,0.0,2.0,0.0,0.0,36.0,0.0,0.0,13.0,2.0
345,1.0,2.0,2.0,1.0,24.0,0.0,0.0,13.0,2.0
346,1.0,2.0,2.0,1.0,40.0,0.0,0.0,13.0,2.0
347,1.0,3.0,1.0,1.0,25.15,1.0,0.0,16.1,2.0
348,1.0,3.0,3.0,0.0,3.0,1.0,1.0,15.9,2.0
349,0.0,3.0,0.0,0.0,42.0,0.0,0.0,8.66,2.0
350,0.0,3.0,0.0,0.0,23.0,0.0,0.0,9.22,2.0
351,0.0,1.0,0.0,0.0,43.47,0.0,0.0,35.0,2.0
352,0.0,3.0,0.0,0.0,15.0,1.0,1.0,7.23,0.0
353,0.0,3.0,0.0,0.0,25.0,1.0,0.0,17.8,2.0
354,0.0,3.0,0.0,0.0,28.86,0.0,0.0,7.22,0.0
355,0.0,3.0,0.0,0.0,28.0,0.0,0.0,9.5,2.0
356,1.0,1.0,2.0,1.0,22.0,0.0,1.0,55.0,2.0
357,0.0,2.0,2.0,1.0,38.0,0.0,0.0,13.0,2.0
358,1.0,3.0,2.0,1.0,18.46,0.0,0.0,7.88,1.0
359,1.0,3.0,2.0,1.0,18.46,0.0,0.0,7.88,1.0
360,0.0,3.0,0.0,0.0,40.0,1.0,4.0,27.9,2.0
361,0.0,2.0,0.0,0.0,29.0,1.0,0.0,27.72,0.0
362,0.0,3.0,1.0,1.0,45.0,0.0,1.0,14.45,0.0
363,0.0,3.0,0.0,0.0,35.0,0.0,0.0,7.05,2.0
364,0.0,3.0,0.0,0.0,27.53,1.0,0.0,15.5,1.0
365,0.0,3.0,0.0,0.0,30.0,0.0,0.0,7.25,2.0
366,1.0,1.0,1.0,1.0,60.0,1.0,0.0,75.25,0.0
367,1.0,3.0,1.0,1.0,25.94,0.0,0.0,7.23,0.0
368,1.0,3.0,2.0,1.0,18.46,0.0,0.0,7.75,1.0
369,1.0,1.0,1.0,1.0,24.0,0.0,0.0,69.3,0.0
370,1.0,1.0,0.0,0.0,25.0,1.0,0.0,55.44,0.0
371,0.0,3.0,0.0,0.0,18.0,1.0,0.0,6.5,2.0
372,0.0,3.0,0.0,0.0,19.0,0.0,0.0,8.05,2.0
373,0.0,1.0,0.0,0.0,22.0,0.0,0.0,135.63,0.0
374,0.0,3.0,2.0,1.0,3.0,3.0,1.0,21.08,2.0
375,1.0,1.0,1.0,1.0,37.15,1.0,0.0,82.17,0.0
376,1.0,3.0,2.0,1.0,22.0,0.0,0.0,7.25,2.0
377,0.0,1.0,0.0,0.0,27.0,0.0,2.0,211.5,0.0
378,0.0,3.0,0.0,0.0,20.0,0.0,0.0,4.01,0.0
379,0.0,3.0,0.0,0.0,19.0,0.0,0.0,7.78,2.0
380,1.0,1.0,2.0,1.0,42.0,0.0,0.0,227.52,0.0
381,1.0,3.0,2.0,1.0,1.0,0.0,2.0,15.74,0.0
382,0.0,3.0,0.0,0.0,32.0,0.0,0.0,7.92,2.0
383,1.0,1.0,1.0,1.0,35.0,1.0,0.0,52.0,2.0
384,0.0,3.0,0.0,0.0,29.94,0.0,0.0,7.9,2.0
385,0.0,2.0,0.0,0.0,18.0,0.0,0.0,73.5,2.0
386,0.0,3.0,3.0,0.0,1.0,5.0,2.0,46.9,2.0
387,1.0,2.0,2.0,1.0,36.0,0.0,0.0,13.0,2.0
388,0.0,3.0,0.0,0.0,29.4,0.0,0.0,7.73,1.0
389,1.0,2.0,2.0,1.0,17.0,0.0,0.0,12.0,0.0
390,1.0,1.0,0.0,0.0,36.0,1.0,2.0,120.0,2.0
391,1.0,3.0,0.0,0.0,21.0,0.0,0.0,7.8,2.0
392,0.0,3.0,0.0,0.0,28.0,2.0,0.0,7.92,2.0
393,1.0,1.0,2.0,1.0,23.0,1.0,0.0,113.28,0.0
394,1.0,3.0,1.0,1.0,24.0,0.0,2.0,16.7,2.0
395,0.0,3.0,0.0,0.0,22.0,0.0,0.0,7.8,2.0
396,0.0,3.0,2.0,1.0,31.0,0.0,0.0,7.85,2.0
397,0.0,2.0,0.0,0.0,46.0,0.0,0.0,26.0,2.0
398,0.0,2.0,0.0,0.0,23.0,0.0,0.0,10.5,2.0
399,1.0,2.0,1.0,1.0,28.0,0.0,0.0,12.65,2.0
400,1.0,3.0,0.0,0.0,39.0,0.0,0.0,7.92,2.0
401,0.0,3.0,0.0,0.0,26.0,0.0,0.0,8.05,2.0
402,0.0,3.0,2.0,1.0,21.0,1.0,0.0,9.82,2.0
403,0.0,3.0,0.0,0.0,28.0,1.0,0.0,15.85,2.0
404,0.0,3.0,2.0,1.0,20.0,0.0,0.0,8.66,2.0
405,0.0,2.0,0.0,0.0,34.0,1.0,0.0,21.0,2.0
406,0.0,3.0,0.0,0.0,51.0,0.0,0.0,7.75,2.0
407,1.0,2.0,3.0,0.0,3.0,1.0,1.0,18.75,2.0
408,0.0,3.0,0.0,0.0,21.0,0.0,0.0,7.78,2.0
409,0.0,3.0,2.0,1.0,16.35,3.0,1.0,25.47,2.0
410,0.0,3.0,0.0,0.0,29.94,0.0,0.0,7.9,2.0
411,0.0,3.0,0.0,0.0,29.41,0.0,0.0,6.86,1.0
412,1.0,1.0,2.0,1.0,33.0,1.0,0.0,90.0,1.0
413,0.0,2.0,0.0,0.0,36.95,0.0,0.0,0.0,2.0
414,1.0,3.0,0.0,0.0,44.0,0.0,0.0,7.92,2.0
415,0.0,3.0,1.0,1.0,29.96,0.0,0.0,8.05,2.0
416,1.0,2.0,1.0,1.0,34.0,1.0,1.0,32.5,2.0
417,1.0,2.0,2.0,1.0,18.0,0.0,2.0,13.0,2.0
418,0.0,2.0,0.0,0.0,30.0,0.0,0.0,13.0,2.0
419,0.0,3.0,2.0,1.0,10.0,0.0,2.0,24.15,2.0
420,0.0,3.0,0.0,0.0,28.85,0.0,0.0,7.9,0.0
421,0.0,3.0,0.0,0.0,21.0,0.0,0.0,7.73,1.0
422,0.0,3.0,0.0,0.0,29.0,0.0,0.0,7.88,2.0
423,0.0,3.0,1.0,1.0,28.0,1.0,1.0,14.4,2.0
424,0.0,3.0,0.0,0.0,18.0,1.0,1.0,20.21,2.0
425,0.0,3.0,0.0,0.0,29.95,0.0,0.0,7.25,2.0
426,1.0,2.0,1.0,1.0,28.0,1.0,0.0,26.0,2.0
427,1.0,2.0,2.0,1.0,19.0,0.0,0.0,26.0,2.0
428,0.0,3.0,0.0,0.0,29.4,0.0,0.0,7.75,1.0
429,1.0,3.0,0.0,0.0,32.0,0.0,0.0,8.05,2.0
430,1.0,1.0,0.0,0.0,28.0,0.0,0.0,26.55,2.0
431,1.0,3.0,1.0,1.0,25.15,1.0,0.0,16.1,2.0
432,1.0,2.0,1.0,1.0,42.0,1.0,0.0,26.0,2.0
433,0.0,3.0,0.0,0.0,17.0,0.0,0.0,7.12,2.0
434,0.0,1.0,0.0,0.0,50.0,1.0,0.0,55.9,2.0
435,1.0,1.0,2.0,1.0,14.0,1.0,2.0,120.0,2.0
436,0.0,3.0,2.0,1.0,21.0,2.0,2.0,34.38,2.0
437,1.0,2.0,1.0,1.0,24.0,2.0,3.0,18.75,2.0
438,0.0,1.0,0.0,0.0,64.0,1.0,4.0,263.0,2.0
439,0.0,2.0,0.0,0.0,31.0,0.0,0.0,10.5,2.0
440,1.0,2.0,1.0,1.0,45.0,1.0,1.0,26.25,2.0
441,0.0,3.0,0.0,0.0,20.0,0.0,0.0,9.5,2.0
442,0.0,3.0,0.0,0.0,25.0,1.0,0.0,7.78,2.0
443,1.0,2.0,2.0,1.0,28.0,0.0,0.0,13.0,2.0
444,1.0,3.0,0.0,0.0,27.0,0.0,0.0,8.11,2.0
445,1.0,1.0,3.0,0.0,4.0,0.0,2.0,81.86,2.0
446,1.0,2.0,2.0,1.0,13.0,0.0,1.0,19.5,2.0
447,1.0,1.0,0.0,0.0,34.0,0.0,0.0,26.55,2.0
448,1.0,3.0,2.0,1.0,5.0,2.0,1.0,19.26,0.0
449,1.0,1.0,0.0,0.0,52.0,0.0,0.0,30.5,2.0
450,0.0,2.0,0.0,0.0,36.0,1.0,2.0,27.75,2.0
451,0.0,3.0,0.0,0.0,28.03,1.0,0.0,19.97,2.0
452,0.0,1.0,0.0,0.0,30.0,0.0,0.0,27.75,0.0
453,1.0,1.0,0.0,0.0,49.0,1.0,0.0,89.1,0.0
454,0.0,3.0,0.0,0.0,29.94,0.0,0.0,8.05,2.0
455,1.0,3.0,0.0,0.0,29.0,0.0,0.0,7.9,0.0
456,0.0,1.0,0.0,0.0,65.0,0.0,0.0,26.55,2.0
457,1.0,1.0,1.0,1.0,38.58,1.0,0.0,51.86,2.0
458,1.0,2.0,2.0,1.0,50.0,0.0,0.0,10.5,2.0
459,0.0,3.0,0.0,0.0,29.4,0.0,0.0,7.75,1.0
460,1.0,1.0,0.0,0.0,48.0,0.0,0.0,26.55,2.0
461,0.0,3.0,0.0,0.0,34.0,0.0,0.0,8.05,2.0
462,0.0,1.0,0.0,0.0,47.0,0.0,0.0,38.5,2.0
463,0.0,2.0,0.0,0.0,48.0,0.0,0.0,13.0,2.0
464,0.0,3.0,0.0,0.0,29.94,0.0,0.0,8.05,2.0
465,0.0,3.0,0.0,0.0,38.0,0.0,0.0,7.05,2.0
466,0.0,2.0,0.0,0.0,36.95,0.0,0.0,0.0,2.0
467,0.0,1.0,0.0,0.0,56.0,0.0,0.0,26.55,2.0
468,0.0,3.0,0.0,0.0,29.4,0.0,0.0,7.72,1.0
469,1.0,3.0,2.0,1.0,0.75,2.0,1.0,19.26,0.0
470,0.0,3.0,0.0,0.0,29.95,0.0,0.0,7.25,2.0
471,0.0,3.0,0.0,0.0,38.0,0.0,0.0,8.66,2.0
472,1.0,2.0,1.0,1.0,33.0,1.0,2.0,27.75,2.0
473,1.0,2.0,1.0,1.0,23.0,0.0,0.0,13.79,0.0
474,0.0,3.0,2.0,1.0,22.0,0.0,0.0,9.84,2.0
475,0.0,1.0,0.0,0.0,43.28,0.0,0.0,52.0,2.0
476,0.0,2.0,0.0,0.0,34.0,1.0,0.0,21.0,2.0
477,0.0,3.0,0.0,0.0,29.0,1.0,0.0,7.05,2.0
478,0.0,3.0,0.0,0.0,22.0,0.0,0.0,7.52,2.0
479,1.0,3.0,2.0,1.0,2.0,0.0,1.0,12.29,2.0
480,0.0,3.0,3.0,0.0,9.0,5.0,2.0,46.9,2.0
481,0.0,2.0,0.0,0.0,36.95,0.0,0.0,0.0,2.0
482,0.0,3.0,0.0,0.0,50.0,0.0,0.0,8.05,2.0
483,1.0,3.0,1.0,1.0,63.0,0.0,0.0,9.59,2.0
484,1.0,1.0,0.0,0.0,25.0,1.0,0.0,91.08,0.0
485,0.0,3.0,2.0,1.0,16.35,3.0,1.0,25.47,2.0
486,1.0,1.0,1.0,1.0,35.0,1.0,0.0,90.0,2.0
487,0.0,1.0,0.0,0.0,58.0,0.0,0.0,29.7,0.0
488,0.0,3.0,0.0,0.0,30.0,0.0,0.0,8.05,2.0
489,1.0,3.0,3.0,0.0,9.0,1.0,1.0,15.9,2.0
490,0.0,3.0,0.0,0.0,28.03,1.0,0.0,19.97,2.0
491,0.0,3.0,0.0,0.0,21.0,0.0,0.0,7.25,2.0
492,0.0,1.0,0.0,0.0,55.0,0.0,0.0,30.5,2.0
493,0.0,1.0,0.0,0.0,71.0,0.0,0.0,49.5,0.0
494,0.0,3.0,0.0,0.0,21.0,0.0,0.0,8.05,2.0
495,0.0,3.0,0.0,0.0,28.78,0.0,0.0,14.46,0.0
496,1.0,1.0,2.0,1.0,54.0,1.0,0.0,78.27,0.0
497,0.0,3.0,0.0,0.0,29.86,0.0,0.0,15.1,2.0
498,0.0,1.0,1.0,1.0,25.0,1.0,2.0,151.55,2.0
499,0.0,3.0,0.0,0.0,24.0,0.0,0.0,7.8,2.0
500,0.0,3.0,0.0,0.0,17.0,0.0,0.0,8.66,2.0
501,0.0,3.0,2.0,1.0,21.0,0.0,0.0,7.75,1.0
502,0.0,3.0,2.0,1.0,21.41,0.0,0.0,7.63,1.0
503,0.0,3.0,2.0,1.0,37.0,0.0,0.0,9.59,2.0
504,1.0,1.0,2.0,1.0,16.0,0.0,0.0,86.5,2.0
505,0.0,1.0,0.0,0.0,18.0,1.0,0.0,108.9,0.0
506,1.0,2.0,1.0,1.0,33.0,0.0,2.0,26.0,2.0
507,1.0,1.0,0.0,0.0,40.63,0.0,0.0,26.55,2.0
508,0.0,3.0,0.0,0.0,28.0,0.0,0.0,22.52,2.0
509,1.0,3.0,0.0,0.0,26.0,0.0,0.0,56.5,2.0
510,1.0,3.0,0.0,0.0,29.0,0.0,0.0,7.75,1.0
511,0.0,3.0,0.0,0.0,29.94,0.0,0.0,8.05,2.0
512,1.0,1.0,0.0,0.0,36.0,0.0,0.0,26.29,2.0
513,1.0,1.0,1.0,1.0,54.0,1.0,0.0,59.4,0.0
514,0.0,3.0,0.0,0.0,24.0,0.0,0.0,7.5,2.0
515,0.0,1.0,0.0,0.0,47.0,0.0,0.0,34.02,2.0
516,1.0,2.0,1.0,1.0,34.0,0.0,0.0,10.5,2.0
517,0.0,3.0,0.0,0.0,29.21,0.0,0.0,24.15,1.0
518,1.0,2.0,1.0,1.0,36.0,1.0,0.0,26.0,2.0
519,0.0,3.0,0.0,0.0,32.0,0.0,0.0,7.9,2.0
520,1.0,1.0,2.0,1.0,30.0,0.0,0.0,93.5,2.0
521,0.0,3.0,0.0,0.0,22.0,0.0,0.0,7.9,2.0
522,0.0,3.0,0.0,0.0,28.86,0.0,0.0,7.22,0.0
523,1.0,1.0,1.0,1.0,44.0,0.0,1.0,57.98,0.0
524,0.0,3.0,0.0,0.0,28.86,0.0,0.0,7.23,0.0
525,0.0,3.0,0.0,0.0,40.5,0.0,0.0,7.75,1.0
526,1.0,2.0,2.0,1.0,50.0,0.0,0.0,10.5,2.0
527,0.0,1.0,0.0,0.0,41.38,0.0,0.0,221.78,2.0
528,0.0,3.0,0.0,0.0,39.0,0.0,0.0,7.92,2.0
529,0.0,2.0,0.0,0.0,23.0,2.0,1.0,11.5,2.0
530,1.0,2.0,2.0,1.0,2.0,1.0,1.0,26.0,2.0
531,0.0,3.0,0.0,0.0,28.86,0.0,0.0,7.23,0.0
532,0.0,3.0,0.0,0.0,17.0,1.0,1.0,7.23,0.0
533,1.0,3.0,1.0,1.0,25.63,0.0,2.0,22.36,0.0
534,0.0,3.0,2.0,1.0,30.0,0.0,0.0,8.66,2.0
535,1.0,2.0,2.0,1.0,7.0,0.0,2.0,26.25,2.0
536,0.0,1.0,0.0,0.0,45.0,0.0,0.0,26.55,2.0
537,1.0,1.0,2.0,1.0,30.0,0.0,0.0,106.42,0.0
538,0.0,3.0,0.0,0.0,29.87,0.0,0.0,14.5,2.0
539,1.0,1.0,2.0,1.0,22.0,0.0,2.0,49.5,0.0
540,1.0,1.0,2.0,1.0,36.0,0.0,2.0,71.0,2.0
541,0.0,3.0,2.0,1.0,9.0,4.0,2.0,31.28,2.0
542,0.0,3.0,2.0,1.0,11.0,4.0,2.0,31.28,2.0
543,1.0,2.0,0.0,0.0,32.0,1.0,0.0,26.0,2.0
544,0.0,1.0,0.0,0.0,50.0,1.0,0.0,106.42,0.0
545,0.0,1.0,0.0,0.0,64.0,0.0,0.0,26.0,2.0
546,1.0,2.0,1.0,1.0,19.0,1.0,0.0,26.0,2.0
547,1.0,2.0,0.0,0.0,32.76,0.0,0.0,13.86,0.0
548,0.0,3.0,0.0,0.0,33.0,1.0,1.0,20.52,2.0
549,1.0,2.0,3.0,0.0,8.0,1.0,1.0,36.75,2.0
550,1.0,1.0,0.0,0.0,17.0,0.0,2.0,110.88,0.0
551,0.0,2.0,0.0,0.0,27.0,0.0,0.0,26.0,2.0
552,0.0,3.0,0.0,0.0,29.4,0.0,0.0,7.83,1.0
553,1.0,3.0,0.0,0.0,22.0,0.0,0.0,7.22,0.0
554,1.0,3.0,2.0,1.0,22.0,0.0,0.0,7.78,2.0
555,0.0,1.0,0.0,0.0,62.0,0.0,0.0,26.55,2.0
556,1.0,1.0,1.0,1.0,48.0,1.0,0.0,39.6,0.0
557,0.0,1.0,0.0,0.0,40.22,0.0,0.0,227.52,0.0
558,1.0,1.0,1.0,1.0,39.0,1.0,1.0,79.65,2.0
559,1.0,3.0,1.0,1.0,36.0,1.0,0.0,17.4,2.0
560,0.0,3.0,0.0,0.0,29.4,0.0,0.0,7.75,1.0
561,0.0,3.0,0.0,0.0,40.0,0.0,0.0,7.9,2.0
562,0.0,2.0,0.0,0.0,28.0,0.0,0.0,13.5,2.0
563,0.0,3.0,0.0,0.0,29.94,0.0,0.0,8.05,2.0
564,0.0,3.0,2.0,1.0,21.95,0.0,0.0,8.05,2.0
565,0.0,3.0,0.0,0.0,24.0,2.0,0.0,24.15,2.0
566,0.0,3.0,0.0,0.0,19.0,0.0,0.0,7.9,2.0
567,0.0,3.0,1.0,1.0,29.0,0.0,4.0,21.08,2.0
568,0.0,3.0,0.0,0.0,28.86,0.0,0.0,7.23,0.0
569,1.0,3.0,0.0,0.0,32.0,0.0,0.0,7.85,2.0
570,1.0,2.0,0.0,0.0,62.0,0.0,0.0,10.5,2.0
571,1.0,1.0,1.0,1.0,53.0,2.0,0.0,51.48,2.0
572,1.0,1.0,0.0,0.0,36.0,0.0,0.0,26.39,2.0
573,1.0,3.0,2.0,1.0,18.46,0.0,0.0,7.75,1.0
574,0.0,3.0,0.0,0.0,16.0,0.0,0.0,8.05,2.0
575,0.0,3.0,0.0,0.0,19.0,0.0,0.0,14.5,2.0
576,1.0,2.0,2.0,1.0,34.0,0.0,0.0,13.0,2.0
577,1.0,1.0,1.0,1.0,39.0,1.0,0.0,55.9,2.0
578,0.0,3.0,1.0,1.0,27.02,1.0,0.0,14.46,0.0
579,1.0,3.0,0.0,0.0,32.0,0.0,0.0,7.92,2.0
580,1.0,2.0,2.0,1.0,25.0,1.0,1.0,30.0,2.0
581,1.0,1.0,1.0,1.0,39.0,1.0,1.0,110.88,0.0
582,0.0,2.0,0.0,0.0,54.0,0.0,0.0,26.0,2.0
583,0.0,1.0,0.0,0.0,36.0,0.0,0.0,40.12,0.0
584,0.0,3.0,0.0,0.0,28.84,0.0,0.0,8.71,0.0
585,1.0,1.0,2.0,1.0,18.0,0.0,2.0,79.65,2.0
586,0.0,2.0,0.0,0.0,47.0,0.0,0.0,15.0,2.0
587,1.0,1.0,0.0,0.0,60.0,1.0,1.0,79.2,0.0
588,0.0,3.0,0.0,0.0,22.0,0.0,0.0,8.05,2.0
589,0.0,3.0,0.0,0.0,29.94,0.0,0.0,8.05,2.0
590,0.0,3.0,0.0,0.0,35.0,0.0,0.0,7.12,2.0
591,1.0,1.0,1.0,1.0,52.0,1.0,0.0,78.27,0.0
592,0.0,3.0,0.0,0.0,47.0,0.0,0.0,7.25,2.0
